,Variable Name,Description,Type,Code=Value,Source File
1982,cgrcur3,CIGARS: SMOKED IN LAST 30 DAYS,NUMERIC,0=NO; 1=YES,Exam3
1983,cgrday3,CIGARS:  AVERAGE # SMOKED PER DAY,NUMERIC,,Exam3
1984,pipcur3,PIPE:  SMOKED IN LAST 30 DAYS,NUMERIC,0=NO; 1=YES,Exam3
1985,pipday3,PIPE:  AVRAGE # SMOKED PER DAY,NUMERIC,,Exam3
1986,chew3,CHEWED TOBACCO:  USED IN LAST 30 DAYS,NUMERIC,0=NO; 1=YES,Exam3
1987,chwday3,CHEWING TOBACCO:  AVERAGE # USES PER DAY,NUMERIC,,Exam3
1988,snuff3,SNUFF:  USED IN LAST 30 DAYS,NUMERIC,0=NO; 1=YES,Exam3
1989,snfday3,SNUFF:  AVERAGE USES PER DAY,NUMERIC,,Exam3
1990,rwinewk3,GLASSES OF RED WINE PER WEEK,NUMERIC,,Exam3
1991,wwinewk3,GLASSES OF WHITE WINE PER WEEK,NUMERIC,,Exam3
1992,beerwk3,# OF BEERS PER WEEK,NUMERIC,,Exam3
1993,liqwk3,# OF DRINKS OF LIQUOR/MIXED DRINKS PER WEEK,NUMERIC,,Exam3
1994,highalc3,"LARGEST # OF DRINKS IN ONE DAY, IN PAST MONTH (CURRENT DRINKERS)",NUMERIC,,Exam3
1995,bldeasy3,DO YOU BLEED OR BRUISE EASILY?,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW/UNKNOWN,Exam3
1996,coagdis3,HAVE YOU EVER BEEN TOLD YOU HAVE A DISORDER RELATING TO BLOOD CLOTTING OR COAGULATION?,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW/UNKNOWN,Exam3
1997,faint3,HAVE YOU EVER EXPERIENCED FAINTING SPELLS WHILE HAVING BLOOD DRAWN?,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW/UNKNOWN,Exam3
1998,phsttm3,TIME AT START OF VENIPUNCTURE,STRING,,Exam3
1999,bldrawn3,WAS ANY BLOOD DRAWN?,NUMERIC,1=YES - FULL SAMPLE; 2=YES - PARTIAL SAMPLE; 3=NO - REFUSED; 4=NO - HARD TO STICK; 5=NO - OTHER,Exam3
2000,trnqsec3,ELAPSED TIME UNTIL TOURNIQUET RELEASED,NUMERIC,,Exam3
2001,phendtm3,TIME AT END OF VENIPUNCTURE,STRING,,Exam3
2002,qlvnpct3,QUALITY OF VENIPUNCTURE,NUMERIC,-9=MISSING; 1=TRAUMATIC; 2=CLEAN,Exam3
2003,vnclps3,VEIN COLLAPSE,NUMERIC,0=NO; 1=YES,Exam3
2004,hematom3,HEMATOMA,NUMERIC,0=NO; 1=YES,Exam3
2005,exdur3,EXCESSIVE DURATION OF DRAW,NUMERIC,0=NO; 1=YES,Exam3
2006,multstk3,MULTIPLE STICKS,NUMERIC,0=NO; 1=YES,Exam3
2007,hrdget3,VEIN HARD TO GET,NUMERIC,0=NO; 1=YES,Exam3
2008,leakage3,LEAKAGE AT VENIPUNCTURE SITE,NUMERIC,0=NO; 1=YES,Exam3
2009,edt1fil3,EDTA 10ML: FILLED,NUMERIC,0=NO; 1=YES; 2=PARTIAL,Exam3
2010,ser1fil3,SERUM 10 ML: FILLED,NUMERIC,0=NO; 1=YES; 2=PARTIAL,Exam3
2011,scatfil3,SCAT-1 5 ML: FILLED,NUMERIC,0=NO; 1=YES; 2=PARTIAL,Exam3
2012,citrfil3,CITRATE 4.5 ML: FILLED,NUMERIC,0=NO; 1=YES; 2=PARTIAL,Exam3
2013,edt2fil3,EDTA 10 ML: FILLED,NUMERIC,0=NO; 1=YES; 2=PARTIAL,Exam3
2014,ser2fil3,SERUM 10 ML: FILLED,NUMERIC,0=NO; 1=YES; 2=PARTIAL,Exam3
2015,urinfil3,URINE CUP 15-20 ML: FILLED,NUMERIC,0=NO; 1=YES; 2=PARTIAL,Exam3
2016,paexam3,COMPLETE PA QUESTIONNAIRE AT EXAM 3,NUMERIC,0=NO; 1=YES,Exam3
2017,pactadm3,PA QUESTIONNAIRE: MODE OF ADMINISTRATION,NUMERIC,-9=MISSING; 1=SELF-ADMINISTERED; 2=INTERVIEWER-ADMINISTERED,Exam3
2018,q01hlcn3,01: LIGHT HOUSEHOLD CHORES min/wk M-Su,NUMERIC,,Exam3
2019,q01hlcm3,01: LIGHT HOUSEHOLD CHORES MET-min/wk M-Su,NUMERIC,,Exam3
2020,q02hmcn3,02: MODERATE HOUSEHOLD CHORES min/wk M-Su,NUMERIC,,Exam3
2021,q02hmcm3,02: MODERATE HOUSEHOLD CHORES MET-min/wk M-Su,NUMERIC,,Exam3
2022,hsemn3c,TOTAL HOUSEHOLD CHORES min/wk M-Su,NUMERIC,,Exam3
2023,hsemt3c,TOTAL HOUSEHOLD CHORES MET-min/wk M-Su,NUMERIC,,Exam3
2024,q03ymcn3,03: MODERATE YARD WORK min/wk M-Su,NUMERIC,,Exam3
2025,q03ymcm3,03: MODERATE YARD WORK MET-min/wk M-Su,NUMERIC,,Exam3
2026,q04yvcn3,04: VIGOROUS YARD WORK min/wk M-Su,NUMERIC,,Exam3
2027,q04yvcm3,04: VIGOROUS YARD WORK MET-min/wk M-Su,NUMERIC,,Exam3
2028,yrdmn3c,TOTAL YARD WORK min/wk M-Su,NUMERIC,,Exam3
2029,yrdmt3c,TOTAL YARD WORK MET-min/wk M-Su,NUMERIC,,Exam3
2030,q05olcn3,05: LIGHT CARE OTHERS min/wk M-Su,NUMERIC,,Exam3
2031,q05olcm3,05: LIGHT CARE OTHERS MET-min/wk M-Su,NUMERIC,,Exam3
2032,q06omcn3,06: MODERATE CARE OTHERS min/wk M-Su,NUMERIC,,Exam3
2033,q06omcm3,06: MODERATE CARE OTHERS MET-min/wk M-Su,NUMERIC,,Exam3
2034,caremn3c,TOTAL CARE OTHERS min/wk M-Su,NUMERIC,,Exam3
2035,caremt3c,TOTAL CARE OTHERS MET-min/wk M-Su,NUMERIC,,Exam3
2036,q07tlcn3,07: LIGHT TRANSPORTATION min/wk M-Su,NUMERIC,,Exam3
2037,q07tlcm3,07: LIGHT TRANSPORTATION MET-min/wk M-Su,NUMERIC,,Exam3
2038,trnmn3c,TOTAL TRANSPORTATION min/wk M-Su,NUMERIC,,Exam3
2039,trnmt3c,TOTAL TRANSPORTATION MET-min/wk M-Su,NUMERIC,,Exam3
2040,q08wmcn3,08: MODERATE WALKING min/wk M-Su,NUMERIC,,Exam3
2041,q08wmcm3,08: MODERATE WALKING MET-min/wk M-Su,NUMERIC,,Exam3
2042,q09wmcn3,09: MODERATE WALKING EXERCISE min/wk M-Su,NUMERIC,,Exam3
2043,q09wmcm3,09: MODERATE WALKING EXERCISE MET-min/wk M-Su,NUMERIC,,Exam3
2044,walkmn3c,TOTAL WALKING min/wk M-Su,NUMERIC,,Exam3
2045,walkmt3c,TOTAL WALKING MET-min/wk M-Su,NUMERIC,,Exam3
2046,q10smcn3,10: MODERATE DANCE min/wk M-Su,NUMERIC,,Exam3
2047,q10smcm3,10: MODERATE DANCE MET-min/wk M-Su,NUMERIC,,Exam3
2048,q11svcn3,11: VIGOROUS TEAM SPORTS min/wk M-Su,NUMERIC,,Exam3
2049,q11svcm3,11: VIGOROUS TEAM SPORTS MET-min/wk M-Su,NUMERIC,,Exam3
2050,q12svcn3,12: VIGOROUS DUAL SPORTS min/wk M-Su,NUMERIC,,Exam3
2051,q12svcm3,12: VIGOROUS DUAL SPORTS MET-min/wk M-Su,NUMERIC,,Exam3
2052,q13smcn3,13: MODERATE INDIVIDUAL ACTIVITIES min/wk M-Su,NUMERIC,,Exam3
2053,q13smcm3,13: MODERATE INDIVIDUAL ACTIVITIES MET-min/wk M-Su,NUMERIC,,Exam3
2054,sptnmn3c,TOTAL DANCE/SPORT min/wk M-Su,NUMERIC,,Exam3
2055,sptnmt3c,TOTAL DANCE/SPORT MET-min/wk M-Su,NUMERIC,,Exam3
2056,q14cmcn3,14: MODERATE CONDITIONING min/wk M-Su,NUMERIC,,Exam3
2057,q14cmcm3,14: MODERATE CONDITIONING MET-min/wk M-Su,NUMERIC,,Exam3
2058,q15cvcn3,15: VIGOROUS CONDITIONING min/wk M-Su,NUMERIC,,Exam3
2059,q15cvcm3,15: VIGOROUS CONDITIONING MET-min/wk M-Su,NUMERIC,,Exam3
2060,condmn3c,TOTAL CONDITIONING min/wk M-Su,NUMERIC,,Exam3
2061,condmt3c,TOTAL CONDITIONING MET-min/wk M-Su,NUMERIC,,Exam3
2062,q16ilcn3,16: LIGHT LEISURE TV min/wk M-Su,NUMERIC,,Exam3
2063,q16ilcm3,16: LIGHT LEISURE TV MET-min/wk M-Su,NUMERIC,,Exam3
2064,q17ilcn3,17: LIGHT LEISURE READ min/wk M-Su,NUMERIC,,Exam3
2065,q17ilcm3,17: LIGHT LEISURE READ MET-min/wk M-Su,NUMERIC,,Exam3
2066,leismn3c,TOTAL LEISURE min/wk M-Su,NUMERIC,,Exam3
2067,leismt3c,TOTAL LEISURE MET-min/wk M-Su,NUMERIC,,Exam3
2068,q18jyn3,WORK TO EARN MONEY?,NUMERIC,,Exam3
2069,q19wcn3,19: TOTAL WORK (Q19) min/wk M-Su,NUMERIC,,Exam3
2070,q20jlcn3,20: LIGHT WORK SITTING min/wk M-Su,NUMERIC,,Exam3
2071,q20jlcm3,20: LIGHT WORK SITTING MET-min/wk M-Su,NUMERIC,,Exam3
2072,q21jlcn3,21: LIGHT WORK STANDING min/wk M-Su,NUMERIC,,Exam3
2073,q21jlcm3,21: LIGHT WORK STANDING MET-min/wk M-Su,NUMERIC,,Exam3
2074,q22jmcn3,22: MODERATE WORK min/wk M-Su,NUMERIC,,Exam3
2075,q22jmcm3,22: MODERATE WORK MET-min/wk M-Su,NUMERIC,,Exam3
2076,q23jvcn3,23: VIGOROUS WORK min/wk M-Su,NUMERIC,,Exam3
2077,q23jvcm3,23: VIGOROUS WORK MET-min/wk M-Su,NUMERIC,,Exam3
2078,occmn3c,TOTAL WORK MIN M-SU/WK,NUMERIC,,Exam3
2079,occmt3c,TOTAL WORK MET-min/wk M-Su,NUMERIC,,Exam3
2080,q24uyn3,24: WORK AS A VOLUNTEER?,NUMERIC,,Exam3
2081,q25ulcn3,25: LIGHT VOLUNTEER min/wk M-Su,NUMERIC,,Exam3
2082,q25ulcm3,25: LIGHT VOLUNTEER MET-min/wk M-Su,NUMERIC,,Exam3
2083,q26umcn3,26: MODERATE VOLUNTEER min/wk M-Su,NUMERIC,,Exam3
2084,q26umcm3,26: MODERATE VOLUNTEER MET-min/wk M-Su,NUMERIC,,Exam3
2085,q27uvcn3,27: VIGOROUS VOLUNTEER min/wk M-Su,NUMERIC,,Exam3
2086,q27uvcm3,27: VIGOROUS VOLUNTEER MET-min/wk M-Su,NUMERIC,,Exam3
2087,volmn3c,TOTAL VOLUNTEER min/wk M-Su,NUMERIC,,Exam3
2088,volmt3c,TOTAL VOLUNTEER MET-min/wk M-Su,NUMERIC,,Exam3
2089,wlkpace3,WALKING PACE OUTSIDE HOME,NUMERIC,0=NO WALKING AT ALL; 1=CASUAL STROLLING (<2 MPH); 2=AVERAGE OR NORMAL (2-3 MPH); 3=FAIRLY BRISKLY (4-5 MPH); 4=BRISK OR STRIDING (>5 MPH),Exam3
2090,pahrdy3c,REPORTED TOTAL PA HOURS PER DAY,NUMERIC,,Exam3
2091,wkhrwk3c,REPORTED TOTAL WORK HOURS PER WEEK,NUMERIC,,Exam3
2092,exercm3c,TOTAL INTENTIONAL EXERCISE (Q9-15) MET-MIN/WK,NUMERIC,,Exam3
2093,pamcm3c,MODERATE PHYSICAL ACTIVITY TOTAL (MET-min/wk M-Su),NUMERIC,,Exam3
2094,pavcm3c,VIGOROUS PHYSICAL ACTIVITY TOTAL (MET-min/wk M-Su),NUMERIC,,Exam3
2095,pamvcm3c,MODERATE AND VIGOROUS PHYSICAL ACTIVITY TOTAL (MET-min/wk M-Su),NUMERIC,,Exam3
2096,sbp3c,SEATED SYSTOLIC BLOOD PRESSURE (mmHg),NUMERIC,,Exam3
2097,dbp3c,SEATED DIASTOLIC BLOOD PRESSURE (mmHg),NUMERIC,,Exam3
2098,spp3c,SEATED PULSE PRESSURE (mmHg),NUMERIC,,Exam3
2099,hrdina3c,SEATED HEART RATE (BEATS PER MIN),NUMERIC,,Exam3
2100,dmapnum3,DINAMAP NUMBER,NUMERIC,,Exam3
2101,armcm3,ARM CIRCUMFERENCE (cm),NUMERIC,,Exam3
2102,cuffsz3,SEATED BP CUFF SIZE: UPPER ARM,NUMERIC,"1=SMALL ADULT (17-25cm); 2=ADULT (25.1-33cm); 3=LARGE ADULT (33.1-40cm); 4=THIGH (40.1-50cm); 5=FOREARM, ADULT (25.1-33cm); 6=FOREARM, LARGE ADULT (33.1-40cm)",Exam3
2103,cufffre3,SEATED BP CUFF SIZE: FOREARM,NUMERIC,"5=FOREARM, ADULT (25.1-33cm); 6=FOREARM, LARGE ADULT (33.1-40cm)",Exam3
2104,s1bp3,SEATED BP: SYSTOLIC 1ST READING (mmHg),NUMERIC,,Exam3
2105,d1bp3,SEATED BP: DIASTOLIC 1ST READING (mmHg),NUMERIC,,Exam3
2106,s2bp3,SEATED BP: SYSTOLIC 2ND READING (mmHg),NUMERIC,,Exam3
2107,d2bp3,SEATED BP: DIASTOLIC 2ND READING (mmHg),NUMERIC,,Exam3
2108,s3bp3,SEATED BP: SYSTOLIC 3RD READING (mmHg),NUMERIC,,Exam3
2109,d3bp3,SEATED BP: DIASTOLIC 3RD READING (mmHg),NUMERIC,,Exam3
2110,rmtempf3,"ROOM TEMPERATURE (FAHRENHEIT), SEATED BP",NUMERIC,,Exam3
2111,hr1dina3,HEART RATE 1ST READING,NUMERIC,,Exam3
2112,hr2dina3,HEART RATE 2ND READING,NUMERIC,,Exam3
2113,hr3dina3,HEART RATE 3RD READING,NUMERIC,,Exam3
2114,mtsy033c,METABOLIC SYNDROME BY UPDATED NCEP GUIDELINES (CIRCULATION 2004;109;433-438),NUMERIC,0=NO; 1=YES,Exam3
2115,bptm3,"TIME OF DAY, SEATED BP",STRING,,Exam3
2116,age3c,AGE AT EXAM3,NUMERIC,,Exam3
2117,agecat3c,AGE CATEGORIES EXAM3,NUMERIC,1=45 - 54; 2=55 - 64; 3=65 - 74; 4=75 - 84; 5=85 OR OLDER,Exam3
2118,frncep3c,10 YR HARD CHD RISK--NCEP VERSION,NUMERIC,,Exam3
2119,frjama3c,10YR HARD CHD RISK PER JAMA 2001 PAPER,NUMERIC,,Exam3
2120,frcirc3c,10YR ALL CHD RISK PER CIRC 1998 PAPER,NUMERIC,,Exam3
2121,frci083c,FRAMINGHAM GLOBAL CVD RISK PER CIRC 2008 PAPER,NUMERIC,,Exam3
2122,egfr3c,EXAM 3 GLOMERULAR FILTRATION RATE (GFR),NUMERIC,,Exam3
2123,cepgfr3c,EXAM 3 (CALIBRATED CR) eGFR USING CKD-EPI EQUATION,NUMERIC,,Exam3
2124,pkyrs3c,PACK-YEARS OF CIGARETTE SMOKING,NUMERIC,,Exam3
2125,dpp4i3c,DIPEPTIDYL PEPTIDASE-4 INHIBITOR,NUMERIC,0=NO; 1=YES,Exam3
2126,sari3c,SEROTONIN ANTAGONIST AND REUPTAKE INHIBITOR,NUMERIC,0=NO; 1=YES,Exam3
2127,ntca3c,NON-TRICYCLIC ANTIDEPRESSANTS OTHER THAN MAOI,NUMERIC,0=NO; 1=YES,Exam3
2128,ndri3c,NOREPINEPHRINE-DOPAMINE REUPTAKE INHIBITOR,NUMERIC,0=NO; 1=YES,Exam3
2129,snri3c,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS,NUMERIC,0=NO; 1=YES,Exam3
2130,ssri3c,SELECTIVE SEROTONIN REUPTAKE INHIBITORS,NUMERIC,0=NO; 1=YES,Exam3
2131,sidno,SHARE ID NUMBER,NUMERIC,,Exam4
2132,race1c,RACE / ETHNICITY,NUMERIC,"1=WHITE, CAUCASIAN; 2=CHINESE AMERICAN; 3=BLACK, AFRICAN-AMERICAN; 4=HISPANIC",Exam4
2133,mexican1,"MEXICAN, CHICANO, MEXICAN-AMERICAN",NUMERIC,0=NO; 1=YES,Exam4
2134,dominic1,DOMINICAN,NUMERIC,0=NO; 1=YES,Exam4
2135,puert1,PUERTO RICAN,NUMERIC,0=NO; 1=YES,Exam4
2136,cuban1,CUBAN,NUMERIC,0=NO; 1=YES,Exam4
2137,othhisp1,OTHER HISPANIC,NUMERIC,0=NO; 1=YES,Exam4
2138,lang1,LANGUAGE SPOKEN AT EXAM 1,NUMERIC,1=ENGLISH; 2=SPANISH; 3=CHINESE,Exam4
2139,gender1,GENDER,NUMERIC,0=FEMALE; 1=MALE,Exam4
2140,site4c,SITE AT EXAM 4,NUMERIC,3=WFU; 4=COL; 5=JHU; 6=UMN; 7=NWU; 8=UCLA,Exam4
2141,month4,MONTH OF EXAM 4,NUMERIC,1=JANUARY; 2=FEBRUARY; 3=MARCH; 4=APRIL; 5=MAY; 6=JUNE; 7=JULY; 8=AUGUST; 9=SEPTEMBER; 10=OCTOBER; 11=NOVEMBER; 12=DECEMBER,Exam4
2142,season4,SEASON OF EXAM 4,NUMERIC,1=JANUARY TO MARCH; 2=APRIL TO JUNE; 3=JULY TO SEPTEMBER; 4=OCTOBER TO DECEMBER,Exam4
2143,e14dyc,"TIME BETWEEN FIRST AND FOURTH VISITS, IN DAYS",NUMERIC,,Exam4
2144,claud4t,INTERMITTENT CLAUDICATION BY 1998 WORLD HEALTH ORGANIZATION CRITERIA - E4,NUMERIC,0=NO; 1=YES,Exam4
2145,dm034c,EXAM 4 DIABETES MELLITUS BY 2003 ADA FASTING CRITERIA ALGORITHM,NUMERIC,0=NORMAL; 1=IFG; 2=UNTREATED DIABETES; 3=TREATED DIABETES,Exam4
2146,dm034t,RECODE OF DM034C COMBINING UNTREATED AND TREATED DIABETES - E4,NUMERIC,0=NORMAL OR IFG; 1=DIABETES (TREATED AND NON-TREATED),Exam4
2147,dm034t2,SECONDARY RECODE OF DM034C OMITTING IFG AND COMBINING UNTREATED AND TREATED DIABETES - E4,NUMERIC,0=NORMAL; 1=DIABETES (TREATED AND NON-TREATED),Exam4
2148,htn4c,"HYPERTENSION BY JNC VI (1997) CRITERIA, EXAM 4",NUMERIC,0=NO; 1=YES,Exam4
2149,htnstg4c,HYPERTENSION STAGE,NUMERIC,1=OPTIMAL; 2=NORMAL; 3=HIGH-NORMAL; 4=STAGE 1 HYPERTENSION; 5=STAGE 2 HYPERTENSION; 6=STAGE 3 HYPERTENSION,Exam4
2150,htcm4,HEIGHT (cm),NUMERIC,,Exam4
2151,wtlb4,WEIGHT (lbs),NUMERIC,,Exam4
2152,hipcm4,HIP CIRCUMFERENCE (cm),NUMERIC,,Exam4
2153,waistcm4,WAIST CIRCUMFERENCE (cm),NUMERIC,,Exam4
2154,bmi4c,BODY MASS INDEX (kg/m^2),NUMERIC,,Exam4
2155,bmicat4c,"BODY MASS INDEX, WHO CATEGORIES",NUMERIC,1=NORMAL; 2=GRADE 1 OVERWEIGHT; 3=GRADE 2 OVERWEIGHT; 4=GRADE 3 OVERWEIGHT,Exam4
2156,bsa4c,BODY SURFACE AREA,NUMERIC,,Exam4
2157,htmodp4,"HEIGHT, PROTOCOL MODIFICATION?",NUMERIC,,Exam4
2158,wtmodp4,"WEIGHT, PROTOCOL MODIFICATION?",NUMERIC,,Exam4
2159,hwmodp4,"GIRTH, PROTOCOL MODIFICATION?",NUMERIC,,Exam4
2160,cmtmodp4,"COMMENTS, ANTHRO PROTOCOL MODIFICATION?",NUMERIC,,Exam4
2161,agatpm4t,NATURAL LOG-TRANSFORMED PHANTOM-ADJUSTED AGATSTON SCORE (POSITIVE SCORES ONLY) - E4,NUMERIC,,Exam4
2162,cacgt04c,PRESENCE OF CALCIUM INDICATOR - E4,NUMERIC,0=NO; 1=YES,Exam4
2163,AGATU14C,"SCAN 1:  TOTAL AGATSTON CALCIUM SCORE, UNADJUSTED",NUMERIC,,Exam4
2164,AGATU24C,"SCAN 2:  TOTAL AGATSTON CALCIUM SCORE, UNADJUSTED",NUMERIC,,Exam4
2165,VOLU14C,"SCAN 1:  TOTAL CALCIUM VOLUME, UNADJUSTED",NUMERIC,,Exam4
2166,VOLU24C,"SCAN 2:  TOTAL CALCIUM VOLUME, UNADJUSTED",NUMERIC,,Exam4
2167,VOLSU14C,"SCAN 1:  TOTAL VOLUME SCORE, UNADJUSTED",NUMERIC,,Exam4
2168,VOLSU24C,"SCAN 2:  TOTAL VOLUME SCORE, UNADJUSTED",NUMERIC,,Exam4
2169,AGATP14C,"SCAN 1:  TOTAL AGATSTON CALCIUM SCORE, PHANTOM ADJUSTED",NUMERIC,,Exam4
2170,AGATP24C,"SCAN 2:  TOTAL AGATSTON CALCIUM SCORE, PHANTOM ADJUSTED",NUMERIC,,Exam4
2171,VOLP14C,"SCAN 1:  TOTAL CALCIUM VOLUME, PHANTOM ADJUSTED",NUMERIC,,Exam4
2172,VOLP24C,"SCAN 2:  TOTAL CALCIUM VOLUME, PHANTOM ADJUSTED",NUMERIC,,Exam4
2173,VOLSP14C,"SCAN 1:  TOTAL VOLUME SCORE, PHANTOM ADJUSTED",NUMERIC,,Exam4
2174,VOLSP24C,"SCAN 2:  TOTAL VOLUME SCORE, PHANTOM ADJUSTED",NUMERIC,,Exam4
2175,bother4,I WAS BOTHERED BY THINGS THAT DONT USUALLY BOTHER ME,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2176,noteat4,I DID NOT FEEL LIKE EATING/APPETITE WAS POOR,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2177,blue4,I FELT THAT I COULD NOT SHAKE OFF THE BLUES,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2178,asgood4,I FELT THAT I WAS JUST AS GOOD AS OTHER PEOPLE,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2179,concntr4,I HAD TROUBLE KEEPING MY MIND ON WHAT I WAS DOING,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2180,depress4,I FELT DEPRESSED,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2181,effort4,I FELT THAT EVERYTHING I DID WAS AN EFFORT,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2182,hopeful4,I FELT HOPEFUL ABOUT THE FUTURE,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2183,Lffail4,I THOUGTH MY LIFE HAD BEEN A FAILURE,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2184,fearful4,I FELT FEARFUL,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2185,badslp4,MY SLEEP WAS RESTLESS,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2186,happy4,I WAS HAPPY,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2187,lestalk4,I TALKED LESS THAN USUAL,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2188,lonely4,I FELT LONELY,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2189,unfrnly4,PEOPLE WERE UNFRIENDLY,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2190,enjlife4,I ENJOYED LIFE,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2191,cryspel4,I HAD CRYING SPELLS,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2192,sad4,I FELT SAD,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2193,dislikd4,I FELT THAT PEOPLE DISLIKED ME,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2194,getgoin4,I COULD NOT GET GOING,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam4
2195,talkto4,IS THERE SOMEONE AVAILABLE TO YOU WHOM YOU CAN COUNT ON TO LISTEN TO YOU WHEN YOU NEED TO TALK?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam4
2196,advice4,IS THERE SOMEONE AVAILABLE TO GIVE YOU GOOD ADVICE ABOUT A PROBLEM?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam4
2197,affectn4,IS THERE SOMEONE AVAILABLE TO YOU WHO SHOWS YOU LOVE AND AFFECTION?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam4
2198,hlpchr4,IS THERE SOMEONE AVAILABLE TO HELP YOU WITH DAILY CHORES?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam4
2199,emospt4,CAN YOU COUNT ON ANYONE TO PROVIDE YOU WITH EMOTIONAL SUPPORT?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam4
2200,confide4,DO YOU HAVE AS MUCH CONTACT AS YOU WOULD LIKE WITH SOMEONE YOU CAN TRUST/CONFIDE?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam4
2201,lackcmp4,HOW OFTEN DO YOU FEEL THAT YOU LACK COMPANIONSHIP?,NUMERIC,1=HARDLY EVER; 2=SOME OF THE TIME; 3=OFTEN,Exam4
2202,leftout4,HOW OFTEN DO YOU FEEL LEFT OUT?,NUMERIC,1=HARDLY EVER; 2=SOME OF THE TIME; 3=OFTEN,Exam4
2203,isol4,HOW OFTEN DO YOU FEEL ISOLATED FROM OTHERS?,NUMERIC,1=HARDLY EVER; 2=SOME OF THE TIME; 3=OFTEN,Exam4
2204,curmar4,ARE YOU CURRENTLY MARRIED OR LIVING WITH A PARTNER?,NUMERIC,0=NO; 1=YES,Exam4
2205,hlfadm4,QUESTIONNAIRE ADMINISTRATOR - HEALTH & LIFE,NUMERIC,1=SELF-ADMINISTERED; 2=INTERVIEWER-ADMINISTERED,Exam4
2206,CESD4C,"CES-D--CENTER FOR EPIDEMIOLOGICAL STUDIES, DEPRESSION SCALE",NUMERIC,,Exam4
2207,EMOT4C,EMOTIONAL SOCIAL SUPPORT INDEX,NUMERIC,,Exam4
2208,icam4,SOLUBLE INTERCELLULAR ADHESION MOLECULE-1 (ng/ml),NUMERIC,,Exam4
2209,icam4m,SOLUBLE INTERCELLULAR ADHESION MOLECULE-1 MISSING VALUE,NUMERIC,,Exam4
